timestamp,sensor_id,temperature,scenario,is_missing,temperature_filled,rolling_mean,rolling_std,temp_diff,abs_temp_diff,z_score,abs_z_score,small_change,stuck_score,is_stuck,mean_temp_all_sensors,diff_from_group_mean,abs_diff_from_group_mean,preliminary_warning
2026-06-06 12:00:00,T-01,68.51174023849516,normal,0,68.51174023849516,68.51174023849516,0.0,0.0,0.0,-0.7955213587771024,0.7955213587771024,1,1.0,0,70.20048227873872,-1.6887420402435538,1.6887420402435538,0
2026-06-06 12:01:00,T-01,70.01232153463647,normal,0,70.01232153463647,69.26203088656581,1.0610712102232212,1.5005812961413056,1.5005812961413056,0.08055739319820598,0.08055739319820598,0,1.0,0,70.76403159098838,-0.7517100563519108,0.7517100563519108,0
2026-06-06 12:02:00,T-01,70.04217459623048,normal,0,70.04217459623048,69.52207878978737,0.8751061606982712,0.02985306159401091,0.02985306159401091,0.09798639422012748,0.09798639422012748,1,2.0,0,69.86289033683123,0.1792842593992532,0.1792842593992532,0
2026-06-06 12:03:00,T-01,70.84319256788393,normal,0,70.84319256788393,69.85235723431151,0.973075501694081,0.8010179716534509,0.8010179716534509,0.5656417133424484,0.5656417133424484,0,2.0,0,70.97976668033708,-0.13657411245314677,0.13657411245314677,0
2026-06-06 12:04:00,T-01,69.3210884244387,normal,0,69.3210884244387,69.74610347233696,0.8755605396925026,-1.5221041434452331,1.5221041434452331,-0.3230026418783934,0.3230026418783934,0,2.0,0,70.38776253122981,-1.0666741067911119,1.0666741067911119,0
2026-06-06 12:05:00,T-01,69.44574690469781,normal,0,69.44574690469781,69.69604404439708,0.7926668183337156,0.12465848025911441,0.12465848025911441,-0.25022374873253383,0.25022374873253383,0,2.0,0,70.58045115543253,-1.134704250734714,1.134704250734714,0
2026-06-06 12:06:00,T-01,69.46806357242347,normal,0,69.46806357242347,69.66347540554372,0.7287150227604366,0.022316667725661432,0.022316667725661432,-0.23719469228646173,0.23719469228646173,1,3.0,0,70.62158455544113,-1.153520983017657,1.153520983017657,0
2026-06-06 12:07:00,T-01,69.18338130999432,normal,0,69.18338130999432,69.60346364360004,0.6956838931572699,-0.2846822624291576,0.2846822624291576,-0.4033996701972073,0.4033996701972073,0,3.0,0,70.49723979071725,-1.3138584807229279,1.3138584807229279,0
2026-06-06 12:08:00,T-01,67.56234605548248,normal,0,67.56234605548248,69.37667280047587,0.9414806678968051,-1.6210352545118383,1.6210352545118383,-1.3498026050682383,1.3498026050682383,0,3.0,0,70.15775441506894,-2.5954083595864574,2.5954083595864574,0
2026-06-06 12:09:00,T-01,71.19202402768889,normal,0,71.19202402768889,69.55820792319717,1.057094385280117,3.6296779722064088,3.6296779722064088,0.7692986766416048,0.7692986766416048,0,3.0,0,70.93445355703044,0.2575704706584503,0.2575704706584503,0
2026-06-06 12:10:00,T-01,71.12410572414475,normal,0,71.12410572414475,69.81944447176213,1.091967277661048,-0.06791830354413264,0.06791830354413264,0.7296461881304986,0.7296461881304986,0,3.0,0,71.04161471519028,0.08249100895447725,0.08249100895447725,0
2026-06-06 12:11:00,T-01,68.84895754575805,normal,0,68.84895754575805,69.7031080728743,1.130429345889929,-2.2751481783867007,2.2751481783867007,-0.5986450426114724,0.5986450426114724,0,3.0,0,69.77999685172223,-0.9310393059641768,0.9310393059641768,0
