timestamp,sensor_id,temperature,scenario
2026-06-06 12:00:00,T-01,68.51174023849516,normal
2026-06-06 12:01:00,T-01,70.01232153463647,normal
2026-06-06 12:02:00,T-01,70.04217459623048,normal
2026-06-06 12:03:00,T-01,70.84319256788393,normal
2026-06-06 12:04:00,T-01,69.3210884244387,normal
2026-06-06 12:05:00,T-01,69.44574690469781,normal
2026-06-06 12:06:00,T-01,69.46806357242347,normal
2026-06-06 12:07:00,T-01,69.18338130999432,normal
2026-06-06 12:08:00,T-01,67.56234605548248,normal
2026-06-06 12:09:00,T-01,71.19202402768889,normal
2026-06-06 12:10:00,T-01,71.12410572414475,normal
2026-06-06 12:11:00,T-01,68.84895754575805,normal
2026-06-06 12:12:00,T-01,70.00904757851747,normal
2026-06-06 12:13:00,T-01,69.75795581300108,normal
2026-06-06 12:14:00,T-01,69.85921968040647,normal
2026-06-06 12:15:00,T-01,68.48399970046586,normal
2026-06-06 12:16:00,T-01,70.05398392408425,normal
2026-06-06 12:17:00,T-01,71.33972663039619,normal
2026-06-06 12:18:00,T-01,73.35867889216482,normal
2026-06-06 12:19:00,T-01,71.24917632907301,normal
2026-06-06 12:20:00,T-01,71.03141474113784,normal
2026-06-06 12:21:00,T-01,70.44644590716734,normal
2026-06-06 12:22:00,T-01,70.41268324735417,normal
2026-06-06 12:23:00,T-01,72.00973977826604,normal
2026-06-06 12:24:00,T-01,71.40094400875905,normal
2026-06-06 12:25:00,T-01,70.5201495025054,normal
2026-06-06 12:26:00,T-01,70.17808966907994,normal
2026-06-06 12:27:00,T-01,71.07989895889447,normal
2026-06-06 12:28:00,T-01,70.7480466978097,normal
2026-06-06 12:29:00,T-01,71.31418868653482,normal
2026-06-06 12:30:00,T-01,71.12622071027901,normal
2026-06-06 12:31:00,T-01,71.77886445551607,normal
2026-06-06 12:32:00,T-01,70.15608933521779,normal
2026-06-06 12:33:00,T-01,72.54270353618496,normal
2026-06-06 12:34:00,T-01,74.2563011072281,normal
2026-06-06 12:35:00,T-01,72.69664532239622,normal
2026-06-06 12:36:00,T-01,71.74437170518625,normal
2026-06-06 12:37:00,T-01,72.42790478736734,normal
2026-06-06 12:38:00,T-01,70.55512646622898,normal
2026-06-06 12:39:00,T-01,69.99662134447281,normal
2026-06-06 12:40:00,T-01,72.36693627940018,normal
2026-06-06 12:41:00,T-01,71.06601483236227,normal
2026-06-06 12:42:00,T-01,70.26598604991729,normal
2026-06-06 12:43:00,T-01,70.73815719101464,normal
2026-06-06 12:44:00,T-01,70.49184970589872,normal
2026-06-06 12:45:00,T-01,71.7580492391701,normal
2026-06-06 12:46:00,T-01,72.20452480529333,normal
2026-06-06 12:47:00,T-01,72.5064969166551,normal
2026-06-06 12:48:00,T-01,72.5069964773874,normal
2026-06-06 12:49:00,T-01,72.35915429126997,normal
2026-06-06 12:50:00,T-01,71.38606997246193,normal
2026-06-06 12:51:00,T-01,70.95643816302474,normal
2026-06-06 12:52:00,T-01,70.05605851954661,normal
2026-06-06 12:53:00,T-01,72.64579072420355,normal
2026-06-06 12:54:00,T-01,71.34800126786175,normal
2026-06-06 12:55:00,T-01,71.0926222894276,normal
2026-06-06 12:56:00,T-01,72.65770441037637,normal
2026-06-06 12:57:00,T-01,70.55250333237161,normal
2026-06-06 12:58:00,T-01,72.25600386837085,normal
2026-06-06 12:59:00,T-01,71.68607692658891,normal
2026-06-06 13:00:00,T-01,70.31784128759548,normal
2026-06-06 13:01:00,T-01,71.24391280382676,normal
2026-06-06 13:02:00,T-01,72.25465903540797,normal
2026-06-06 13:03:00,T-01,72.03724980918793,normal
2026-06-06 13:04:00,T-01,72.695076116639,normal
2026-06-06 13:05:00,T-01,71.49389049477337,normal
2026-06-06 13:06:00,T-01,74.48220626112355,normal
2026-06-06 13:07:00,T-01,70.14190915215202,normal
2026-06-06 13:08:00,T-01,70.61429870744487,normal
2026-06-06 13:09:00,T-01,70.90101748178506,normal
2026-06-06 13:10:00,T-01,69.49044511732376,normal
2026-06-06 13:11:00,T-01,71.89743492453283,normal
2026-06-06 13:12:00,T-01,71.70272335175287,normal
2026-06-06 13:13:00,T-01,70.76100649454573,normal
2026-06-06 13:14:00,T-01,70.149042431335,normal
2026-06-06 13:15:00,T-01,69.12856648572776,normal
2026-06-06 13:16:00,T-01,69.77330515341595,normal
2026-06-06 13:17:00,T-01,71.24407393389149,normal
2026-06-06 13:18:00,T-01,70.22493222098207,normal
2026-06-06 13:19:00,T-01,69.9459647493342,normal
2026-06-06 13:20:00,T-01,70.80910897471823,normal
2026-06-06 13:21:00,T-01,71.39984099822402,normal
2026-06-06 13:22:00,T-01,70.43201193823236,normal
2026-06-06 13:23:00,T-01,70.4219770436046,normal
2026-06-06 13:24:00,T-01,71.4113058717274,normal
2026-06-06 13:25:00,T-01,70.14647000583079,normal
2026-06-06 13:26:00,T-01,69.59267801201764,normal
2026-06-06 13:27:00,T-01,70.50580278585137,normal
2026-06-06 13:28:00,T-01,69.50650312133779,normal
2026-06-06 13:29:00,T-01,69.32559362581434,normal
2026-06-06 13:30:00,T-01,70.89735397668164,normal
2026-06-06 13:31:00,T-01,69.26186869231147,normal
