time_s,temp_C
2328,106.49
2329,106.49
2330,106.49
2331,106.49
2332,106.49
2333,106.51
2334,106.51
2335,106.51
2336,106.51
2337,106.51
2338,106.5
2339,106.5
2340,106.5
2341,106.5
2342,106.5
2343,106.5
2344,106.5
2345,106.49
2346,106.49
2347,106.49
2348,106.48
2349,106.47
2350,106.47
2351,106.47
2352,106.48
2353,106.48
2354,106.49
2355,106.49
2356,106.49
2357,106.49
2358,106.49
2359,106.5
2360,106.5
2361,106.5
2362,106.5
2363,106.5
2364,106.5
2365,106.5
2366,106.5
2367,106.5
2368,106.5
2369,106.49
2370,106.49
2371,106.48
2372,106.48
2373,106.48
2374,106.48
2375,106.48
2376,106.47
2377,106.47
2378,106.47
2379,106.47
2380,106.47
2381,106.47
2382,106.47
2383,106.47
2384,106.48
2385,106.47
2386,106.48
2387,106.48
2388,106.48
2389,106.48
2390,106.48
2391,106.48
2392,106.47
2393,106.47
2394,106.47
2395,106.47
2396,106.47
2397,106.47
2398,106.47
2399,106.47
2400,106.47
2401,106.47
2402,106.46
2403,106.46
2404,106.45
2405,106.45
2406,106.45
2407,106.45
2408,106.45
2409,106.45
2410,106.45
2411,106.45
2412,106.45
2413,106.45
2414,106.45
2415,106.45
2416,106.45
2417,106.45
2418,106.45
2419,106.46
2420,106.46
2421,106.46
2422,106.46
2423,106.46
2424,106.46
2425,106.46
2426,106.46
2427,106.46
2428,106.47
2429,106.47
2430,106.47
2431,106.47
2432,106.47
2433,106.47
2434,106.47
2435,106.46
2436,106.46
2437,106.46
2438,106.46
2439,106.46
2440,106.46
2441,106.46
2442,106.46
2443,106.46
2444,106.46
2445,106.46
2446,106.46
2447,106.46
2448,106.46
2449,106.46
2450,106.46
2451,106.46
2452,106.45
2453,106.45
2454,106.44
2455,106.44
2456,106.44
2457,106.44
2458,106.44
2459,106.45
2460,106.45
2461,106.46
2462,106.46
2463,106.46
2464,106.46
2465,106.46
2466,106.46
2467,106.46
2468,106.46
2469,106.46
2470,106.45
2471,106.45
2472,106.45
