timestamp,sensor_id,temperature,scenario,is_missing,temperature_filled,rolling_mean,rolling_std,temp_diff,abs_temp_diff,z_score,abs_z_score,small_change,stuck_score,is_stuck,mean_temp_all_sensors,diff_from_group_mean,abs_diff_from_group_mean,preliminary_warning,rule_anomaly,rule_event_type,rule_risk_level,rule_recommendation,rolling_temp_diff_mean_20,iforest_prediction,iforest_anomaly,iforest_score_raw,anomaly_score,anomaly_score_norm,final_anomaly
2026-06-06 12:00:00,T-01,68.51174023849516,normal,0,68.51174023849516,68.51174023849516,0.0,0.0,0.0,-0.7955213587771024,0.7955213587771024,1,1.0,0,70.20048227873872,-1.6887420402435538,1.6887420402435538,0,0,normal,Normal,Наблюдение в штатном режиме,0.0,1,0,0.09684803270513914,-0.09684803270513914,0.15380823725265544,0
2026-06-06 12:01:00,T-01,70.01232153463647,normal,0,70.01232153463647,69.26203088656581,1.0610712102232212,1.5005812961413056,1.5005812961413056,0.0805573931982059,0.0805573931982059,0,1.0,0,70.76403159098838,-0.7517100563519108,0.7517100563519108,0,0,normal,Normal,Наблюдение в штатном режиме,0.7502906480706528,1,0,0.06068947976916206,-0.06068947976916206,0.23980491177123173,0
2026-06-06 12:02:00,T-01,70.04217459623048,normal,0,70.04217459623048,69.52207878978737,0.8751061606982712,0.0298530615940109,0.0298530615940109,0.0979863942201274,0.0979863942201274,1,2.0,0,69.86289033683123,0.1792842593992532,0.1792842593992532,0,0,normal,Normal,Наблюдение в штатном режиме,0.5101447859117721,1,0,0.07282938369245157,-0.07282938369245157,0.21093231368285073,0
2026-06-06 12:03:00,T-01,70.84319256788393,normal,0,70.84319256788393,69.85235723431151,0.973075501694081,0.8010179716534509,0.8010179716534509,0.5656417133424484,0.5656417133424484,0,2.0,0,70.97976668033708,-0.1365741124531467,0.1365741124531467,0,0,normal,Normal,Наблюдение в штатном режиме,0.5828630823471919,1,0,0.08882895552213593,-0.08882895552213593,0.17288018329173255,0
2026-06-06 12:04:00,T-01,69.3210884244387,normal,0,69.3210884244387,69.74610347233696,0.8755605396925026,-1.5221041434452331,1.5221041434452331,-0.3230026418783934,0.3230026418783934,0,2.0,0,70.38776253122981,-1.066674106791112,1.066674106791112,0,0,normal,Normal,Наблюдение в штатном режиме,0.16186963718870687,1,0,0.1273978667545546,-0.1273978667545546,0.08115090110328474,0
2026-06-06 12:05:00,T-01,69.44574690469781,normal,0,69.44574690469781,69.69604404439708,0.7926668183337156,0.1246584802591144,0.1246584802591144,-0.2502237487325338,0.2502237487325338,0,2.0,0,70.58045115543253,-1.134704250734714,1.134704250734714,0,0,normal,Normal,Наблюдение в штатном режиме,0.15566777770044146,1,0,0.1305029434288596,-0.1305029434288596,0.07376602957404434,0
2026-06-06 12:06:00,T-01,69.46806357242347,normal,0,69.46806357242347,69.66347540554372,0.7287150227604366,0.0223166677256614,0.0223166677256614,-0.2371946922864617,0.2371946922864617,1,3.0,0,70.62158455544113,-1.153520983017657,1.153520983017657,0,0,normal,Normal,Наблюдение в штатном режиме,0.13661761913261575,1,0,0.12899211985515574,-0.12899211985515574,0.07735925420758683,0
2026-06-06 12:07:00,T-01,69.18338130999432,normal,0,69.18338130999432,69.60346364360004,0.6956838931572699,-0.2846822624291576,0.2846822624291576,-0.4033996701972073,0.4033996701972073,0,3.0,0,70.49723979071725,-1.313858480722928,1.313858480722928,0,0,normal,Normal,Наблюдение в штатном режиме,0.08395513393739407,1,0,0.14569697606250215,-0.14569697606250215,0.03762973060949406,0
2026-06-06 12:08:00,T-01,67.56234605548248,normal,0,67.56234605548248,69.37667280047587,0.9414806678968052,-1.6210352545118385,1.6210352545118385,-1.3498026050682383,1.3498026050682383,0,3.0,0,70.15775441506894,-2.595408359586457,2.595408359586457,0,0,normal,Normal,Наблюдение в штатном режиме,-0.10548824255696511,1,0,0.10838911946732033,-0.10838911946732033,0.12635981906968022,0
2026-06-06 12:09:00,T-01,71.19202402768889,normal,0,71.19202402768889,69.55820792319717,1.057094385280117,3.6296779722064088,3.6296779722064088,0.7692986766416048,0.7692986766416048,0,3.0,0,70.93445355703044,0.2575704706584503,0.2575704706584503,0,1,Медленный рост температуры,Warning,Проверить устойчивость роста температуры и сравнить с соседними датчиками,0.2680283789193723,1,0,0.02296527034586965,-0.02296527034586965,0.32952522123686884,1
